,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc,Labels
541,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURzcWFEY1dREAE,"I went there without knowing anything about Ethiopian food and it resulted in a pleasant surprise. The food was absolutely great! The server (who owns the place) welcomes you and is able to kindly explain the menu and how it all works. Basically, you order one dish per person and it all comes in a sort of ragout on top of a delicious crepe style bread. It is all for sharing. Expect to get a little messy because you DO eat with your hands. Not a big deal. We ordered the lamb #4 & #14, the beef #7 and fish. All of which were absolutely delicious. The spices used and flavors attained in each portion were exquisite. Highly recommended! The service was a bit slow, we waited over 30 mins to get our food, but it was WORTH it.",5,3/8/2020 6:50,1
545,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUQtbWZyblpnEAE,They spoke to us very rudely and made us feel not welcome. They refused to give us what we ordered and they yelled at my elderly mother very loudly. Horrible experience and horrible food. Also very expensive for the portion. Do not waste your time this is not good food or people,1,12/3/2022 19:40,0
549,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNPeFl2VFdnEAE,"Hands down the best Ethiopian food Ive ever had. Everything about this spot screams authentic. Family run, homemade, real ingredients. Definitely a new favorite.",5,6/15/2022 0:42,1
550,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURzLWJ2WHV3RRAB,"Food is authentic but service and quality is below average. We went for dinner and my boyfriend ordered a chicken dish and received only 1 Drumstick, no gravy with it and very small amount of dry vegetarian dish to go with for price of $13+. Also, part of our food was really cold and some barely warm. My dish was good in terms of quantity but same issue, it was just slightly warm and became cold in 2 mins. I love trying food from different countries in Africa because I am also from there but I was really disappointed here for the second time. I wouldnt recommend this place.",1,3/9/2020 14:17,0
554,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNNbi15dTh3RRAB,Authentic Ethiopian food lovingly prepared. You feel that you are dining with family. Warm and friendly service. Do reserve ahead of time as it is a small venue. Be prepared for a fair wait time before your meal  is served as everything is made fresh to order,5,12/11/2019 5:23,1
558,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURnem82czBRRRAB,"This is hands down the best East African food I've eaten, and I've tried probably a dozen restaurants in many cities. My wife and I arrived with our two-year-old son after a long day, choosing a random restaurant off the street. This was a bad choice - the restaurant is small and cramped, and we waited about an hour for our food. Our son was going crazy and it was miserable. So just imagine how good the food had to be for us to give it 5 stars after that!

The owner was very nice, and told us he understood our situation, but because everything is cooked fresh there was no way to speed things up. Good food takes time. So I highly recommend the restaurant, but not with small children! And be prepared to wait - bring some wine or beer and relax. It will be worth it.

Last note: this is the real deal. As far as I can tell the food has not been adjusted to fit North American pallettes, or at least not much. We love this, but not everyone will.",5,4/20/2015 19:06,1
571,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURNb1plSnVRRRAB,"Bad customer service.  I went there on my birthday with my wife, mom, brother and two of my kids. The owner was angry we ordered 3 dishes he told us that he could have given 3 of our seats to other customers. What a bad thing to say for someone who is trying your restaurant for the first time. He did not explain to us how Ethiopia food edicate works. We did not know that our food orders will be compiled into one dish in which all of us must share. Did not give us a pitcher of water we had to get that on our own and pour it into our own glasses. Did not give us napkins. Be careful heading to the washroom when you head down the stairs your head will hit something. The washroom is bad as well low hanging pipes that will hit your head. Food was ok but I would never go there again.",1,1/2/2020 3:40,0
579,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURBMXZqYVpREAE,"We loved the delicately nuanced and delicious food! We knew it was a relaxed place so were prepared for them to wait as they made our food, which tasted like pure love! Great for vegans and carnivores alike. We will return often.",5,5/19/2017 22:49,1
580,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUN3cWRuYVpREAE,"We went on a Wednesday night around 7:30. We got a table right away, service was quick and it's BYOB. Laid-back atmosphere and delicious food with many vegan and meat options. New favourite Ethiopian place.",5,3/2/2017 14:42,1
582,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURVXzVELWNREAE,"This restaurant does NOT live up to the expectation, given the price they charge for the food and the quantity they give. It is an overpriced restaurant, with the owner being really rude and arrogant.

We ordered 4 different meals, each costing above $16 per meal. But the quantity we got given 4 meals and the price was extremely disappointing and not filling at all. I understand that they serve the meals together into one plate, but the quantity of food is totally
NOT worth it given the price.

We respectfully told the owner during payment that even though the food was good, it is very small amount in quantity - to which his reply was really rude, and said that is what we should get for the price we are paying. We told him
that other similar restaurants we went to would give a lot more amount for the price, to
which his reply was - he doesn't care what ofher restaurants charge and the portion they serve, because at this place this is what it is supposed to be.

It felt bad being treat this way. We paid a LOT for 4 meals, almost $70 in total, but hardly got a portion of meal equivalent to that amount.

Totally disappointing. Careful before you order and go there. Wouldn't recommend it!",1,9/9/2019 22:37,0
585,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUN3aWZDb3d3RRAB,"The hour wait for for the food could not stop us from enjoying this authentic Ethiopian/Eritrean dinning experience. You may ask how I rate the food as being authentic?  My better half hails from Ethiopia and she gave the nod of approval...  and she is very hard to impress. The only thing missing is the traditional Ethiopian coffee, then you might be fooled into thinking you were eating this meal at someone's home in Habasha. Excellent food prepared lovingly by the proprietors cannot be praised enough!",5,7/14/2016 22:59,1
586,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNRZ0phak53EAE,"I would have given it less than 1 star if allowed. This restaurant could be a best example of mismanagement and poor service. They let people come in and order and then undergo a long long waiting time for that food. And to top it all, no one brings WATER to your table unless you ask for it. Last time we had to wait for about 2 and a half hours for the same. The customers were again and again looking at the counter in the hope of seeing some food coming out of the kitchen. This is so embarrassing and torturous on the customer's part because firstly, they are paying for the food and then, when some people were inquiring the owner about the same, he was very arrogant and was behaving as if he was doing some kind of favor or charity on them. Sometimes, the people who had ordered, an hour after you, were getting served before you. The food is good but the price one has to pay in terms of waiting for it is exorbitant. We destroyed our entire Friday evening, just waiting for food. They should keep more people or atleast do some prep work before letting people in and pay more attention to the customers. Seriously, one should go here only when one has a lot of free time to kill!!!!",1,9/10/2016 15:28,0
589,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUMwNF9DRWh3RRAB,"Absolutely the best Ethiopian restaurant in Montreal if not Canada. The flavours are incredible, and the owners are the sweetest couple. Been going there for years and its a must for every occasion.",5,10/8/2019 22:57,1
592,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNRMU1YdmxRRRAB,"Slow, self serve, bring your own wine, authentic, and delicious, will be going again! I personally love that it's slow, it's like a real home meal, you get to sit around and talk and interact over some wine without the usual rush of other restaurants. Good vibes.",4,8/4/2016 10:36,1
594,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURVX29MZDJBRRAB,"We came here for a visit by chance and the food changed my life! Packed with flavor, warm energy and amazing service.  I'm coming back tomorrow and bringing more people. If you want some GREAT FOOD come by and bring friends.",5,8/25/2019 1:27,1
600,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUN3d2NmYkp3EAE,What horrible service... reservation taken but totally useless. Why take a reservation if you only serve 3 hours later. My date was severely unimpressed as well! All we had for 3 hours was water! They could have presented some appetizers or other nibbles to taste. The food being tasty is totally erased by the super lousy slow service and they the owners don't care..,1,11/9/2016 3:31,0
603,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNBeHF5ZTh3RRAB,I had never experienced waiting for food for 2 hours...before last night. There were no other drinks but water and the owner went grocery shopping once the orders for the 6 tables in the restaurant were in. The saddest part is that I am NOT even  exaggerating! The food is ok as far as the Ethiopian goes but the portions are extremely small.,1,10/9/2017 13:50,0
607,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNhejZEWnVRRRAB,"Food tastes good; however, service is slow and portions are small. If the last two items dont bother you then Id recommend.",3,8/11/2021 23:20,1
608,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURxc2F6SnRRRRAB,"Ethiopian cuisine is unique, wholesome & delicious! I very much enjoyed my mixed vegetarian plate from EAR!",5,7/11/2021 21:03,1
618,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNpaTktY0l3EAE,"Never had a chance to try the food...as I entered the place and the gentleman said ""qu-est ce que tu veux ""? I asked if OPEN (picture attached ) and he says "" je suis fermée "". Bad day? Maybe...",1,11/15/2020 20:31,0
619,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUR3Mkp5Y0R3EAE,"Food was very tasty, but waited 2+ hours for food and the portions were absolutely tiny! Barely received enough food for 1 person that was supposed to be split between two. Not cheap for that much food either.",3,10/24/2018 20:20,0
632,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNNNl9XWHpBRRAB,"An all time favourite! Simply delicious food, and authentically warm service. Bring a bottle of wine or beer, sit back and enjoy the evening!",5,12/6/2019 16:44,1
633,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURRb0xTMDRBRRAB,"Smells delicious but such a bad costumer service, walked in , the place was empty and they famed us feel totally unwanted there.  The place says they gave take out but when asked they said they couldnt cause the food they  was already promised ... a Saturday at 6pm ....",2,12/2/2017 23:37,0
644,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURXdDhXUmFnEAE,First timer at this little local restaurant. Delicious  and new experience. We will be back!,5,4/7/2022 0:47,1
647,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUN5N3FMbGtRRRAB,"Never tried African food before, it is soooooo good and tasty. I recommend this restaurant!
Chris",5,1/31/2021 4:33,1
653,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNZcWFmY2pRRRAB,Best Ethiopian food in Montreal. Small mom and pop shop. Absolutely delicious.,5,4/15/2019 2:51,1
659,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURLOWNQTkF3EAE,"Amazing custemor service, and they told me that the food is made with love and it definitely is!",5,5/15/2021 23:55,1
674,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURzcWZDSW9RRRAB,Very delicious food and friendly service in a family-run atmosphere.,5,3/8/2020 6:52,1
687,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURnMmNmT3pnRRAB,"I came by to try it, schedule on door says it should be open well its closed Sunday August 21-2016 @1pm.",1,8/21/2016 16:50,0
690,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNHM2F2T0hBEAE,"Food is OK
Service mediocre at best.",1,1/23/2022 21:36,0
693,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUQyNU1hLTNBRRAB,Lovely people and great food!,5,5/7/2022 0:45,1
733,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUR4a3VySnRnRRAB,"(Translated by Google) Literally my favorite restaurant! He introduced me to Ethiopian gastronomy years ago and since then I have never found such perfect seasonings! Bring your own wine too... What more could you ask for? The wait is a little longer than in other restaurants, but it's a single couple who takes care of the service and the cooking from A to Z. They are two super interesting and friendly people. I wish them lots of success and health!

(Original)
Littéralement mon restaurant préféré! Il m'a faite découvrir la gastronomie éthiopienne il y a des années et, depuis, je n'ai jamais retrouvé d'assaisonnements aussi parfaits!  Apportez votre vin en plus... Quoi demander de mieux? L'attente est un peu plus longue que dans d'autres restos, mais c'est un seul couple qui s'occupe du service et de la cuisine de A à Z. Ce sont deux personnes super intéressantes et aimables. Je leur souhaite plein de succès et de santé!",5,6/5/2023 3:39,1
738,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUQteXNyNkJ3EAE,"(Translated by Google) Small cozy restaurant. We were well advised for the choice of food, the fish is succulent. Bring a bottle of wine while waiting for your meal, you will have a great evening...Experience to repeat!

(Original)
Petit resto chaleureux.  On a été bien conseillé pour le choix de nourriture, le poisson est succulent. Apportez vous une bouteille de vin en attendant votre repas, vous passerai une belle soirée...Expérience à refaire!",5,11/26/2022 16:03,1
743,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNLN3Q3TV93RRAB,"(Translated by Google) We moved from the south shore to go there a few weeks ago. We placed a takeout order and it took 2 hours to get our order. Yes, 2 hours!!! And they warned us that it will take that long only when we have already paid. Coming from the south shore, we also had to pay 2 hrs of parking to wait. Such a long delay is unacceptable, especially since we didn't see anyone else coming to pick up an order, so it wasn't that busy. The food is ok but not worth the trip or the waiting time. Never again for us!

(Original)
On s'est déplacé de la rive-sud pour aller là-bas il y a quelques semaines de cela. On a placé une commande à emporter et ça a pris 2 heures avant d'avoir notre commande. Oui, 2 heures!!! Et ils nous ont averti que cela allait prendre autant de temps seulement quand on a déjà payé. Venant de la rive-sud, on a donc aussi dû payer 2 hrs de stationnement pour attendre. Un délai aussi long est inacceptable, surtout qu'on n'a vu personne d'autre venir chercher une commande, donc ce n'était pas si occupé. La nourriture est ok mais ne vaut pas le déplacement ni le temps d'attente. Plus jamais encore pour nous!",1,1/9/2023 0:54,0
745,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNJanI2M19BRRAB,"(Translated by Google) A little disappointed.. the waiting time, even after having reserved and ordered the dishes in advance, was really too long (about 2 hours..). Luckily we had our bottles of wine in the meantime!
It's a couple a bit old who manages the room and the kitchen in a really limited space, hence the waiting time.
The experience was nice for the ``I eat with my hands`` side, but I have known better Ethiopian restaurants in terms of taste and flavor. By cons I found that the prices were not expensive for an African restaurant.

(Original)
Un peu déçue.. le temps d'attente, même après avoir reservée et commandé les plats à l'avance, a été vraiment trop long (environ 2h..). Heureusement nous avions nos bouteilles de vins en attendant!
C'est un couple un peu agé qui gère la salle et la cuisine dans un espace vraiment restreint, d'ou le temps d'attente.
L'experience était sympa pour le côté ``je mange avec mes mains`` mais j'ai connu de meilleurs restaurants ethiopiens au niveau gout et saveurs. Par contre j'ai trouvé que les prix n'étaient pas chers pour un restaurant africain.",2,11/15/2018 19:44,0
748,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNRb2RpUlN3EAE,"(Translated by Google) Great restaurant! Service a bit long, but it's still worth it, the dishes are all delicious! And it's really affordable. I adore

(Original)
Excellent restaurant! Service un peu long, mais ça vaut toujours la peine, les plats sont tous délicieux! Et ç'est vraiment abordable. J'adore",5,4/21/2016 14:55,1
750,Airdrie,De-Chosen,23,4.4,ChdDSUhNMG9nS0VJQ0FnSUNtek1YUHpRRRAB,the store has everything you need if you are an african culinary enthusiast. The service can be improved though.,4,12/20/2021 17:56,1
752,Airdrie,De-Chosen,23,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1eDZUOERnEAE,The owner shes So  unprofessional never going back there!,1,8/31/2022 0:44,0
754,Airdrie,De-Chosen,23,4.4,ChZDSUhNMG9nS0VJQ0FnSUNLNHVyTEpnEAE,Nice staff. Item availability and pricing is good.,5,3/30/2021 19:46,1
757,Airdrie,De-Chosen,23,4.4,ChdDSUhNMG9nS0VJQ0FnSURXX19PazRBRRAB,They really have lots of African foodstuff,5,6/14/2022 8:06,1
2045,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURSei1yakFREAE,"I workout here almost everyday and just choose times that are not too busy (these are mostly evenings), equipment are great, complete as well, i just need the stairmaster as well too lol",5,5/6/2023 15:26,1
2046,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNSeUpHc1dnEAE,"The fitness club is not bad, but a huge minus is the staff who are never at the reception.  they constantly put a sign that they will return in 4 minutes, but in fact there is no one for 1.5 hours.  To use the massage chair you need to run, look for and beg employees.  What they get paid for I still don't understand!  other fit4les don't have this mess! and it's permanent",2,3/23/2023 20:37,0
2047,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUNaZ0tlOWl3RRAB,Nice gym. Not crowded in mornings. Cheaper than others in the same area. Gym equipment is in pretty good condition and lot of variety.,5,9/1/2023 18:32,1
2049,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNKM0t2N0J3EAE,"1911 Finch Ave W. is typically clean. No major quams about this location outside of wishing that they would put on a movie, nature channel or something more interesting then cp24.  I (female) will note however, the staff are very rarely at reception as they tend to do tasks in pairs (if they are doing tasks that is).  I very seldom interact with the staff and cant even remember a time Ive even gotten a welcoming smile or greeting in my years of visiting this location.

Today I forgot my water bottle and as I exited the Women's washroom, no shocker,  both employees on duty were together heading towards the utility room. So I kindly interrupted one to advise that I had to go back for my water but as I just tapped my card I would need her to let me back in. She gave me a dismissive head nod (might have uttered  an okay) and I went about my way to my car. To no surprise, she wasnt at the desk to let me back in. I was standing there for a minute and a patron who was exiting tapped her card for me. Embarrassing. When I arrived inside, the same staff was casually pushing the garbage bin with her other coworker as if she had forgotten that I had literally just asked for her assistance.

A bit more attentiveness and smile from the staff would increase the ratings at this location.",3,6/22/2023 23:57,0
2050,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNwc18yMmNnEAE,"Not too bad
Busy days are a pain and Monday evenings are the worst ??
Other than that, I have no major complaints.
I just wish that the black card room was actually interesting and had different equipment (I can't lift that heavy yet lol)",4,8/10/2023 4:24,1
2051,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNSaG9LYVlnEAE,This gym is always busy and you're always waiting for machines. The bathroom's tend to be out of service occasionally. And for some reason a handful of the equipment is in need of repairs. The gym is very friendly and the staff are extremely nice.,4,3/31/2023 8:56,1
2052,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUNSNzZteDRnRRAB,"Only worth it if price is all you care about - and even then its a stretch. Theres always a few machines broken, equipment missing, and worst of all, always crowded. Its not a large gym either. Theres better options than this location.",1,4/13/2023 22:20,0
2055,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURSb19taTVnRRAB,I started a membership here and cancelled it in jan but was still getting charged. I went into the gym and asked why am i still getting charged they said they got a reactivation notice. I never went in nor did i call in to reactivate it they checked my account and it was inactive since i cancelled it so why was it activated again without my consent? Apparently anyone can use your name and dob to reactivate your account without you knowing. No email was also sent out for reactivating so if you dont check your account you would be paying to them not knowingly for something you thought you cancelled Such scammers. Anyone cancelling there membership at this location better check your monthly statements because someone at this location will reactivate your account ??,1,5/2/2023 16:37,0
2057,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURSMmZ2OFFREAE,"The mens washroom at this location is absolutely diagusting, they have been out of soap for over the a week at this location! Some of the soap dispencers have been broken as well, And none of the emoyees seem to be bothered about it, just a dirty fit4less location.",1,4/29/2023 3:07,0
2058,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURoeU5uWWpRRRAB,"Been going here for about 2 years. Firstly, the price is really good for the equipment. They have 3 bench presses, 6 smith machines, plenty of free benches for barbells, lots of cable machines. 2 Squat racks in the blackcard workout area. Also lots of cardio machines to use.

Gym gets busy after 4pm so be wary but even around then you can get a good workout.

Cleanliness is pretty good I always see staff going around cleaning things. I have no complaints about the staff mainly because I almost never interact with them, but they seem ok. The gym is always open 24hrs including holidays.

People in the gym are from most age groups (depending on the time of day). Mostly guys during peak hours (I'm a guy but if you're a girl this might matter).

When comparing this gym to the one on Lawrence it has more equipment, an actual water fountain, 24hrs, and your cell signal works.",5,2/28/2023 7:19,1
2061,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURCaTYtRk93EAE,"Good staff when they are there. Generally clean. Get packed during peak hours; recommend coming at off-peak if you can. Biggest downfall is that this location is a theif's paradise. Don't leave items unlocked or at the front - it WILL get stolen and staff will ""check the cameras"" but in truth they don't care. You've been warned.",4,1/28/2023 18:13,1
2062,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNSNmFmNlVREAE,"I came for a work out yesterday  April4'2023 at 5:15pm and tried to ask for some assistance, and two ladies in the office informed me that they are not working, yet they were in their uniforms. They responded with attitude and were not polite. Please do better FIT 4 Less.",1,4/5/2023 12:28,0
2067,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUNodk9URHpnRRAB,"Good place to workout.

One staff doesnt have any common sense. He goes cleaning washrooms on a busy afternoon and takes forever to open for gym users.",3,2/7/2023 21:56,1
2068,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUR1MkpyXzNnRRAB,"Decent gym and decent space but overall not enough machines that specific and specialize enough. If you're a casual gym goer / bro looking for a cheap place, this is your domain.

If you're looking for personal training or an experience, this is not it as their lack of experience and staff don't really know what they're doing in terms of knowledge on themselves or even when they give advice. I've gone here for a couple of years and even during covid and the management isn't great, the staff was mediocre at best as they went to clean up but more times than not, the gym overall was a mess.

I've also had a poor experience when it came to a dude with roid rage as he threw a plate at me and management took a over a week to address and kick him out. This showed me how much they really care but then again, $5 biweekly for a membership is what you get right? Who cares about the members. Manager here didn't really help me out when it came down to billing as well when I was charged on multiple occasions even after cancelling. He said, he couldn't do anything for me and to bite the bullet.",1,8/12/2022 21:13,0
2077,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNlNXVxUkhnEAE,"I went to this gym for the first time and I misplaced my key card, I asked for a new one and I did expect a charge for it but not $22 3x my membership. So I decided to cancel and they told me I needed to give a 30 days notice and they would still continue to charge me even if I dont use it. Just so you know there will rob you of your own money",1,9/13/2022 2:31,0
2078,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNlanFtV0dnEAE,Such a poor management. I want to share one horrible incident that happened with me and my friend The manager at the branch Mrunan I guess her name is. She was so freaking rude and aggressive on me and my friend just for the reason that one of us forgets our access card at the home and did entered the gym only on the one card that we were having with us. There was no one at the front desk to help people entering at that time. When we entered she came out of the room and literally yelled at us and said us that she is denying our entry as we entered on one card. We mentioned her that we are very sorry about that but we are active member please check in your records. She did not listened to that and told us that she will cancel our membership and call the security to get us off the premises. It was getting so embracing for us as we never experienced something like that before in our lives. We also told her that we are new members dont know the policies well and someone was not there at the front desk at that time. But rather than listening to her she called the security and threatened us regarding calling the cops for such a small thing.,1,9/14/2022 1:13,0
2080,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUQyNDhMd3dBRRAB,A spacious gym with a lot of equipment. Nice if you're a beginner trying to work out for the first time or just want to workout once in awhile. The employees are friendly and helpful for the most part.,4,5/23/2022 21:41,1
2082,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURCcjdhd2pRRRAB,"This is the worst gym ever the employees that works here are all immature and unprofessional the only care about their friends if youre friends with them you will get the best  welcome when you enter they have no respect for other members furthermore  they dont speak proper English I dont know why the were employed at front desk when their lack of professionalism, to the owner do something or else you will gradually lose members treat all your members equal",1,2/1/2023 0:24,0
2084,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNPcGVyeU1REAE,"Went to the gym with a friend to workout and a worker was extremely rude and ignorant. She even threatened to ban our membership. What kind of gym threatens people who are just trying to work and focus on their well being?? It was extremely rude of her and she has no manners whatsoever. I hope she learns the decency of being a human and learns to be considerate of others feelings - especially if theyre shy to workout in front of others.

I have never experienced such rude customer service or even just the rude manners of a worker - she made it extremely hard to continue working out knowing the negativity she impacted on myself and my friend. Hope one day she learns kindness and generosity of the heart.",1,6/15/2022 4:12,0
2090,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURSMmFTNVZ3EAE,Too crowded anytime you go there  some of the machines are broken. Time to switch,1,4/28/2023 22:28,0
2092,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNjdVlpTkh3EAE,Nice & Clean large Facility with multiple equipment.,4,7/22/2023 2:28,1
2095,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURlZ0lfcUZ3EAE,"Good place to workout, equipment is always clean and functional, staff are helpful when you need them. Membership prices are cheap if you are looking to save money too!",5,9/28/2022 17:51,1
2107,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNnX1BucWNnEAE,"New I love the smell of new. This location is only 2 wks old. This definitely is the best fit4less location I've come across so far. The size of the gym is massive, many pieces of equipment so you're never waiting.I was pleased to see staff mopping up the facility And cleaning. They are one of the more advanced locations with virtual workouts , showers, tanning beds and many massage chairs. Because I have to kill time for 1.5hrs this location works perfect for me. It's new so not a lot of clients yet but I  predict many members very soon. Hopefully in the next 6 months the gym is still clean and all machines in working order",4,12/28/2017 22:34,1
2109,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUNlM3VtVDBBRRAB,FIRE THE MANAGER AS SHE ALWAYS THREATEN THE CUSTOMERS FOR CANCELLING THE MEMBERSHIP AND CALLING THE COPS WITHOUY ANY SENSE. WOULD RECOMMEND THE GYM ACROSS THE STREET AS ATLEAST THEY ARE MORE WELCOMING AND CUSTOMER ORIENTED.,1,9/15/2022 0:19,0
2114,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNLNk9Ha1dBEAE,"If I could, I would give 0 stars.
I have been trying to talk to someone from this facility all day. No automated messages, no pickups, no call backs, no single information! Someone or something picks up the call and all I hear is some buzzing noise which is really creepy. I understand things work different under COVID regulations, but come on there has to be some kind of information.",1,3/26/2021 22:16,0
2117,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSUNtM2NIOVpREAE,"Love this gym. Missing a few machines that I love but also well equipped, big and clean. Friendly staff too !",4,1/6/2022 16:11,1
2124,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSUMwcUw2MmxBRRAB,"It is extremely frustrated to cancel membership at Fit4less even we have given a 30 days notice. After Covid-19, it seems like they intentionally disregard the cancellation request to make money from their existing members. Where is the business integrity? Ricardo, the manager, has promised and verified the cancellation yet they still took the next payment without notice. Is it how they operate their gyms during the pandemic?",1,9/19/2020 3:53,0
2129,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURVcHQ3WjJnRRAB,I was actually surprised to see that this was one of the cleaner bigger and nicer locations they actually have a water machine that you can use unlike some of the other locations La Cruz are also as free as matter fact I forgot my shoes on the Rock overnight went back and they were,5,8/21/2019 23:15,1
2138,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURXMzhXTGJnEAE,Worst gym no Wi-Fi which is big drop and its all the way end of Jane and finch mall its not convenient at all.,1,4/8/2022 14:30,0
2141,Red Deer,Fit4Less,385,4.1,ChdDSUhNMG9nS0VJQ0FnSURzN3ZpOTlnRRAB,"Great fitness studio, affordable and more or less you have everything you want for your workout. Staff members are also helpful.",4,3/4/2020 17:47,1
2146,Red Deer,Fit4Less,385,4.1,ChZDSUhNMG9nS0VJQ0FnSURDM3FQRVJBEAE,"We all need to get fit why not for less. Lots of machines, make sure to wipe your gear down other than that good place to workout.",4,9/28/2020 17:07,1
